currTime,th_cap,gyroZ,indHS,indLP,indMS,indTO,indZC
1.74,0.18,0.91,0,0,0,0,0
1.74,0.55,0.86,0,0,0,0,0
1.75,1.10,0.83,0,0,0,0,0
1.75,1.04,0.82,0,0,0,0,0
1.75,1.59,0.82,0,0,0,0,0
1.76,1.34,0.82,0,0,0,0,0
1.76,0.79,0.82,0,0,0,0,0
1.77,1.04,0.80,0,0,0,0,0
1.77,1.16,0.80,0,0,0,0,0
1.78,1.10,0.79,0,0,0,0,0
1.78,0.91,0.78,0,0,0,0,0
1.79,0.73,0.76,0,0,0,0,0
1.79,0.91,0.75,0,0,0,0,0
1.79,1.22,0.73,0,0,0,0,0
1.80,0.61,0.73,0,0,0,0,0
1.80,0.55,0.71,0,0,0,0,0
1.81,0.49,0.69,0,0,0,0,0
1.81,0.06,0.66,0,0,0,0,0
1.82,0.18,0.62,0,0,0,0,0
1.82,0.00,0.57,0,0,0,0,0
1.82,-0.24,0.54,0,0,0,0,0
1.83,-0.06,0.51,0,0,0,0,0
1.83,0.43,0.48,0,0,0,0,0
1.84,0.43,0.46,0,0,0,0,0
1.84,0.00,0.44,0,0,0,0,0
1.85,0.24,0.41,0,0,0,0,0
1.85,0.24,0.35,0,0,0,0,0
1.86,0.24,0.32,0,0,0,0,0
1.86,0.30,0.30,0,0,0,0,0
1.86,0.24,0.29,0,0,0,0,0
1.87,0.12,0.27,0,0,0,0,0
1.87,-0.18,0.25,0,0,0,0,0
1.88,-0.43,0.23,0,0,0,0,0
1.88,-0.37,0.20,0,0,0,0,0
1.88,-0.37,0.16,0,0,0,0,0
1.89,-0.24,0.13,0,0,0,0,0
1.89,-0.24,0.11,0,0,0,0,0
1.90,-0.12,0.09,0,0,0,0,0
1.90,0.18,0.07,0,0,0,0,0
1.91,0.12,0.06,0,0,0,0,0
1.91,0.73,0.05,0,0,0,0,0
1.91,0.73,0.06,0,0,0,0,0
1.92,0.73,0.06,0,0,0,0,0
1.92,0.79,0.07,0,0,0,0,0
1.93,0.91,0.08,0,0,0,0,0
1.93,0.79,0.13,0,0,0,0,0
1.94,1.22,0.14,0,0,0,0,0
1.94,1.04,0.16,0,0,0,0,0
1.95,1.46,0.19,0,0,0,0,0
1.95,1.34,0.24,0,0,0,0,0
1.96,1.83,0.27,0,0,0,0,0
1.96,2.07,0.31,0,0,0,0,0
1.96,1.95,0.36,0,0,0,0,0
1.97,2.38,0.41,0,0,0,0,0
1.97,2.44,0.46,0,0,0,0,0
1.98,2.13,0.52,0,0,0,0,0
1.98,2.26,0.57,0,0,0,0,0
1.98,2.32,0.64,0,0,0,0,0
1.99,2.32,0.69,0,0,0,0,0
1.99,2.07,0.73,0,0,0,0,0
2.00,2.07,0.77,0,0,0,0,0
2.00,1.95,0.81,0,0,0,0,0
2.00,1.95,0.84,0,0,0,0,0
2.01,2.13,0.87,0,0,0,0,0
2.02,2.26,0.90,0,0,0,0,0
2.02,2.26,1.00,0,0,0,0,0
2.03,2.13,1.05,0,0,0,0,0
2.03,2.13,1.07,0,0,0,0,0
2.03,1.65,1.10,0,0,0,0,0
2.04,1.77,1.11,0,0,0,0,0
2.04,1.40,1.12,0,0,0,0,0
2.05,1.52,1.12,0,0,0,0,0
2.05,1.34,1.13,0,0,0,0,0
2.05,1.16,1.13,0,0,0,0,0
2.06,0.98,1.12,0,0,0,0,0
2.06,0.79,1.11,0,0,0,0,0
2.07,0.67,1.09,0,0,0,0,0
2.07,0.55,1.08,0,0,0,0,0
2.07,0.67,1.06,0,0,0,0,0
2.08,0.43,1.04,0,0,0,0,0
2.08,0.67,1.02,0,0,0,0,0
2.09,0.43,1.01,0,0,0,0,0
2.09,0.30,0.99,0,0,0,0,0
2.10,0.43,0.95,0,0,0,0,0
2.10,0.49,0.88,0,0,0,0,0
2.11,0.12,0.86,0,0,0,0,0
2.11,0.12,0.83,0,0,0,0,0
2.12,0.00,0.81,0,0,0,0,0
2.12,0.30,0.78,0,0,0,0,0
2.12,0.06,0.76,0,0,0,0,0
2.13,0.00,0.72,0,0,0,0,0
2.13,0.37,0.68,0,0,0,0,0
2.14,0.37,0.66,0,0,0,0,0
2.14,0.73,0.65,0,0,0,0,0
2.14,0.98,0.64,0,0,0,0,0
2.15,0.37,0.65,0,0,0,0,0
2.15,0.43,0.64,0,0,0,0,0
2.16,0.06,0.63,0,0,0,0,0
2.16,0.12,0.61,0,0,0,0,0
2.16,0.24,0.58,0,0,0,0,0
2.17,0.49,0.56,0,0,0,0,0
2.17,0.61,0.56,0,0,0,0,0
2.18,0.37,0.56,0,0,0,0,0
2.18,0.55,0.55,0,0,0,0,0
2.19,0.06,0.56,0,0,0,0,0
2.19,0.00,0.55,0,0,0,0,0
2.20,0.00,0.53,0,0,0,0,0
2.20,0.00,0.52,0,0,0,0,0
2.21,0.24,0.50,0,0,0,0,0
2.21,0.12,0.50,0,0,0,0,0
2.21,0.00,0.50,0,0,0,0,0
2.22,0.18,0.49,0,0,0,0,0
